"flag","name","description",
"$ITM_A_HEAVY_11","Lord Wardens Harnisch","Insignien weisen Lord Warden, den Ashen, der mit der Überwachung der Grube beauftragt wurde, als Besitzer dieses exzellenten Plattenharnischs aus. Wie er sich in seinem eigenen Gefängnis verirrte, ist nicht bekannt, aber Blutflecken auf den Schulterriemen lassen vermuten, dass die Geschichte kein gutes Ende nahm.",
"$ITM_A_HEAVY_12","Plattenharnisch","Komplex geformte Stahlplatten, die gelenkig auf einem Lederuntergrund angebracht sind, sorgen für maximalen Schutz trotz Bewegungsfreiheit. Die von Ash-Rittern bevorzugte Kleidung.",
"$ITM_A_HEAVY_13","Reinheit der Flamme","Dieser blank polierte Harnisch reflektiert jegliches Licht mit beinah infernaler Intensität. Undeutliche Anätzungen scheinen Quaidanisch zu sein, der Dialekt ist allerdings so veraltet, dass sie bis auf den Ausdruck „das Verzehrende“ unleserlich sind. Dieser Brustpanzer wurde vermutlich unzählige Male instand gesetzt – der Rest der Harnischs ist wesentlich moderner. Kryptische Piktogramme weisen auf eine Rolle im Imperialen Feuerritual hin.",
"$ITM_A_HEAVY_14","Wächter des Brunnens","Dieser meisterhafte Harnisch wurde so stark gebläut, dass er fast schwarz ist. Goldene Muster entlang der Oberfläche der Brustplatte zeigen den Brunnen des Ash-Tempels, was darauf hinweist, dass diese faszinierende Rüstung sehr wahrscheinlich einem der Elite-Tempelwächter gehörte. Wie dieses unbezahlbare Artefakt in die Grube kam, ist ein Rätsel.",
"$ITM_A_HEAVY_15","Pracht des Krieges+","<RE>$ITM_A_HEAVY_3_DESC",
"$ITM_A_HEAVY_16","Reiter-Lamellenpanzer+","<RE>$ITM_A_HEAVY_5_DESC",
"$ITM_A_HEAVY_17","Verräter-Harnisch+","<RE>$ITM_A_HEAVY_7_DESC",
"$ITM_A_HEAVY_18","Wocolans Kraft+","<RE>$ITM_A_HEAVY_9_DESC",
"$ITM_A_HEAVY_19","Lord Wardens Harnisch+","<RE>$ITM_A_HEAVY_11_DESC",
"$ITM_A_HEAVY_20","Reinheit der Flamme+","<RE>$ITM_A_HEAVY_13_DESC",
"$ITM_A_HEAVY_21","Wächter des Brunnens+","<RE>$ITM_A_HEAVY_14_DESC",
"$ITM_A_HEAVY_22","Kettenjacke+","<RE>$ITM_A_HEAVY_1_DESC",
"$ITM_A_HEAVY_23","Kettenhemd+","<RE>$ITM_A_HEAVY_2_DESC",
"$ITM_A_HEAVY_24","Verstärktes Kettenhemd+","<RE>$ITM_A_HEAVY_4_DESC",
"$ITM_A_HEAVY_25","Lamellenpanzer+","<RE>$ITM_A_HEAVY_6_DESC",
"$ITM_A_HEAVY_26","Plattenmantel+","<RE>$ITM_A_HEAVY_8_DESC",
"$ITM_A_HEAVY_27","Brigantine+","<RE>$ITM_A_HEAVY_10_DESC",
"$ITM_A_HEAVY_28","Plattenharnisch+","<RE>$ITM_A_HEAVY_12_DESC",
"$ITM_A_SKULL_1","Steinschädel","Ein polierter Steinschädel. Manche denken, er sei ein magischer Talisman, mit dem die Wiedergänger in den Kampf ziehen.

Experten sind sich sicher, dass du das hier vermutlich gegen irgendwas richtig Abgefahrenes eintauschen kannst.",
"$ITM_A_SKULL_2","Bronze-Schädel","Abguss aus massiver Bronze, vielleicht für bestimmte Beschwörungen und Zeremonien benutzt.
Bestimmt mehr wert als ein polierter Steinschädel.",
"$ITM_A_SKULL_3","Obsidian-Schädel","Sorgfältig aus massivem Obsidian gemeißelt, ist der Detailgrad dieses tiefschwarzen Schädels sowohl faszinierend als auch unheimlich. Extrem selten, Sammler haben ein sehr großes Interesse an diesen Schädeln.",
"$ITM_A_SKULL_4","Silber-Schädel","Dieser Schädel ist aus purem Silber. Wofür könnte er gut sein?",
"$ITM_A_SKULL_5","Gold-Schädel","Dieser Schädel ist aus purem Gold. Wofür könnte er gut sein?",
"$ITM_A_SKULL_6","Unobtanium-Schädel","Gefertigt aus reinem Unobtanium, und daher unmöglich zu erlangen. Du hast ihn tatsächlich die ganze Zeit bei dir getragen, aber seltsamerweise bis jetzt nicht bemerkt.",
"$ITM_W_SWORD_1","Steinmesser","Ein scharfer Stein, der an einem hölzernen Griff angebracht wurde. Besser als nichts.",
"$ITM_W_SWORD_2","Metallmesser","Eine Klinge aus Restmetall. Einfach, aber effektiv.",
"$ITM_W_SWORD_3","Verrostetes Schwert","Ein verrostetes, kaputtes Schwert. Solche weggeworfenen Sachen gibt es in der Grube wie Sand am Meer.",
"$ITM_W_SWORD_4","Blutfehden-Kopal","Auf diesem Nomaden-Kampfmesser sind die Symbole des Gasta-Stamms oberhalb einer unbekannten rivalisierenden Gruppe eingraviert – ein Hinweis auf eine Blutfehde zwischen den beiden. In den Steingriff sind 17 Todes-Markierungen eingekerbt.",
"$ITM_W_SWORD_5","Eisenschwert","Ein einfaches Eisenschwert. Schlecht ausbalanciert und einfach geschmiedet, aber ansonsten in gutem Zustand.",
"$ITM_W_SWORD_6","Rehabilitation der Ehre","Das verzierte Jadeheft und Einlagen im Knauf täuschen über die böse Funktionalität dieses Quaid-Duellschwerts hinweg. Die Klingenbasis trägt die Inschrift „Rehabilitation des Ehrenvollen. Die Flamme in mir brennt.“ Sehr wahrscheinlich wurde es für ein spezielles Duell erschaffen, um eine vermeintliche Schande zwischen zwei Adligen zu klären.",
"$ITM_W_SWORD_7","Soldatenschwert","Ein militärisches Schwert, während des Krieges in Massen produziert. Effektiv und stark.",
"$ITM_W_SWORD_8","Schneide der Ordnung","Diese Ash-Schneide trägt eine altertümliche Inschrift entlang dem Klingenrücken: „Ich bin die Schneide der Ordnung. Ich trenne die Rechtschaffenden von den Bösen, das Dunkel von dem Licht. Ich führe die Hand, die mich nutzt zu...“ Das Polieren über Generationen haben den Rest des Textes zu undeutlich gemacht, um ihn zu lesen.",
"$ITM_W_SWORD_9","Offiziersschwert","Ein weiteres Überbleibsel des Kriegs, dieses wurde für einen Offizier von Hand gefertigt.",
"$ITM_W_SWORD_10","Legions-Kommandant","Die elegante, aber einfache Konstruktion dieser Ashen-Waffe ist ein Hinweis, dass sie für einen bescheidenen Adligen gefertigt wurde. 
Eine Seite des Hefts trägt die Inschrift „Legions-Kommandant“, während auf der anderen Seite „Diener der unbewegten Beweger“ steht. Auf dem runden Knauf sind auf einer Seite die Kugeln der himmlischen Maschine und auf der anderen Seite ein Pilger, der aus dem Brunnen des Ash-Tempels trinkt, abgebildet.",
"$ITM_W_SWORD_11","Meister-Schwert","Meisterhaft geschmiedet und ausbalanciert. Dieses Schwert sucht seinesgleichen.",
"$ITM_W_SWORD_12","Auge der Flamme","Dieses unvergleichliche Schwert trägt entlang der Blutrinne eine sehr alte quaidanische Inschrift. Das schiere Alter des Dialekts und die Abnutzung des Schwertes machen es alles andere als entzifferbar: „Sehet! ... Das Auge der Flamme ... Ruhm ... Fliehet beschämt ... Ein Königliches Ding ...“ Zwei riesige Rubine am Knauf scheinen mit einem inneren Feuer zu brennen. Der meisterhaft geformte Griff zeigt die Mauer des Andenkens, auf der die Namen aller ehrhaften quaidanischen Herrscher vermerkt sind. Diese bemerkenswerte Waffe gehörte sehr wahrscheinlich einem Mitglied der Königlichen Familie.",
"$ITM_W_SWORD_13","Evni","Das Traumschwert eines Berserkers. Auf der ganzen Welt gibt es nur eins und der Preis scheint entsprechend angesetzt zu sein.",
"$ITM_W_SWORD_14","Blutfehden-Kopal+","<RE>$ITM_W_SWORD_4_DESC",
"$ITM_W_SWORD_15","Rehabilitation der Ehre+","<RE>$ITM_W_SWORD_6_DESC",
"$ITM_W_SWORD_16","Schneide der Ordnung+","<RE>$ITM_W_SWORD_8_DESC",
"$ITM_W_SWORD_17","Legions-Kommandant+","<RE>$ITM_W_SWORD_10_DESC",
"$ITM_W_SWORD_18","Auge der Flamme+","<RE>$ITM_W_SWORD_12_DESC",
"$ITM_W_SWORD_19","Evni+","<RE>$ITM_W_SWORD_13_DESC",
"$ITM_W_SWORD_20","Steinmesser+","<RE>$ITM_W_SWORD_1_DESC",
"$ITM_W_SWORD_21","Metallmesser+","<RE>$ITM_W_SWORD_2_DESC",
"$ITM_W_SWORD_22","Verrostetes Schwert+","<RE>$ITM_W_SWORD_3_DESC",
"$ITM_W_SWORD_23","Eisenschwert+","<RE>$ITM_W_SWORD_5_DESC",
"$ITM_W_SWORD_24","Soldatenschwert+","<RE>$ITM_W_SWORD_7_DESC",
"$ITM_W_SWORD_25","Offiziersschwert+","<RE>$ITM_W_SWORD_9_DESC",
"$ITM_W_SWORD_26","Meister-Schwert+","<RE>$ITM_W_SWORD_11_DESC",
"$ITM_W_BOW_1","Grüner Bogen","Ein einfacher Bogen aus Holz eines jungen Baums mit hölzernen Pfeilen.",
"$ITM_W_BOW_2","Holzbogen","Ein Bogen aus Holz und Pfeile mit Steinspitzen.",
"$ITM_W_BOW_3","Jagd-Kampf-Bogen","Dieser Jagdbogen der Nomaden scheint auch als Kriegswaffe genutzt worden zu sein. Das nomadische Zeichen für „erfolgreiche Jagd“ wurde mit dem für „Tod“ übermalt. Auf der Innenseite des Bogens ist eine Darstellung eines Gottes der Sdeka-Familie, der einen abgetrennten Kopf hält. Rote Siegesstreifen an den Spitzen weisen darauf hin, dass diese Waffe in einem längst vergessenen Kampf häufig genutzt wurde.",
"$ITM_W_BOW_4","Jägerbogen","Ein stabiler Bogen aus Eibe und Pfeile mit Steinspitzen.",
"$ITM_W_BOW_5","Relikt des Nordens","Dieser ausgezeichnete Jagdbogen besteht aus reinem weißen Birkenholz. Der blaue Griff ist mit Golddraht umwickelt und seltsame Schriftzeichen winden sich an dessen Ende – möglicherweise eine der vielen Sprachen aus den Stadtstaaten im Norden. Das nomadische Symbol der Ked-Familie ist auf eine Seite gemalt, ein Zeichen dafür, dass der Bogen mit dem Stamm nach Süden reiste.",
"$ITM_W_BOW_6","Geweihbogen","Ein starker Bogen, geschnitzt aus einem Hirschgeweih.",
"$ITM_W_BOW_7","Kriegsbogen eines Hauptmanns","Dieser Ashen-Kriegsbogen besteht aus mehreren zusammengeklebten Lagen seltenen Holzes. Auf dem Griff ist eine Darstellung einer Drehvorrichtung. Eine goldene Inschrift lautet „Hauptmann Zantimon, Verteidiger des Weges“, vermutlich ein Anführer einer der zahlreichen Patrouillen, die Pilger des Ash-Tempels gegen Banditen und Nomaden-Räuber schützten.",
"$ITM_W_BOW_8","Großer Hirschbogen","Ein antiker Bogen, aus dem Geweih eines großen Hirschs geschnitzt.",
"$ITM_W_BOW_9","Triumph des Kriegsherrn","Dieser fachmännisch hergestellte Recurvebogen ist mit Goldringeln und leuchtend bunt gefärbtem Leder verziert. Der verzierte Griff stellt einen siegreichen Kriegsherrn dar, der auf einem Berg erschlagener Feinde steht. Mehrere nicht zu erkennende Gottheiten segnen ihn von oben. Diese Waffe gehörte offensichtlich einem wohlhabenden und erfolgreichen Nomaden-Häuptling.",
"$ITM_W_BOW_10","Komposit-Kriegsbogen","Dieser aus mehreren unterschiedlichen Holzarten geschaffene Kompositbogen gehörte vermutlich einem Offizier.",
"$ITM_W_BOW_11","Vergoldeter Tod","Dieser mit Hornspitzen besetzte Kriegsbogen ist mit zahlreichen Goldringen verziert. Der Ledergriff trägt eine alte Quaid-Inschrift: „Lucawan, du, der du Ehre opfertest für billiges Gold, sieh deinen Tod im Gold dieser Waffe. Treffen soll dich ihr Pfeil und deine Verräter-Leiche soll Hunden und Würmern als Spielzeug dienen.“ Darunter, in die Oberfläche des Leders eingraviert, steht „Es ist vollbracht.“",
"$ITM_W_BOW_12","Verstärkter Langbogen","Da er aus dickem Eichenholz besteht, benötigt dieser Bogen zwar unglaublich viel Stärke zum Spannen, kann aber in der Hand derer, die ihn im Griff haben, tödliche Schüsse abgeben.",
"$ITM_W_BOW_13","Jagd-Kampf-Bogen+","<RE>$ITM_W_BOW_3_DESC",
"$ITM_W_BOW_14","Relikt des Nordens+","<RE>$ITM_W_BOW_5_DESC",
"$ITM_W_BOW_15","Kriegsbogen eines Hauptmanns+","<RE>$ITM_W_BOW_7_DESC",
"$ITM_W_BOW_16","Triumph des Kriegsherrn+","<RE>$ITM_W_BOW_9_DESC",
"$ITM_W_BOW_17","Vergoldeter Tod+","<RE>$ITM_W_BOW_11_DESC",
"$ITM_W_BOW_18","Grüner Bogen+","<RE>$ITM_W_BOW_1_DESC",
"$ITM_W_BOW_19","Holzbogen+","<RE>$ITM_W_BOW_2_DESC",
"$ITM_W_BOW_20","Jägerbogen+","<RE>$ITM_W_BOW_4_DESC",
"$ITM_W_BOW_21","Geweihbogen+","<RE>$ITM_W_BOW_6_DESC",
"$ITM_W_BOW_22","Großer Hirschbogen+","<RE>$ITM_W_BOW_8_DESC",
"$ITM_W_BOW_23","Komposit-Kriegsbogen+","<RE>$ITM_W_BOW_10_DESC",
"$ITM_W_BOW_24","Verstärkter Langbogen+","<RE>$ITM_W_BOW_12_DESC",
"$ITM_W_STAFF_1","Gehstock","Ein fester, massiver Stock.",
"$ITM_W_STAFF_2","Hirtenstab","Ein einfacher Hirtenstab.",
"$ITM_W_STAFF_3","Stab eines Scharlatans","Dieser mit Verzierungen überladene Stab ist mit seltsamem Text entlang des Schafts verziert. Bei näherer Betrachtung zeigt sich, dass die Schrift nicht mehr als Kauderwelsch ist, eingeritzt um die Ungebildeten zu täuschen. An den Enden hat der Stab mehrere hohle Kammern mit Pudern, um farbigen Rauch zu schaffen und etwas, was einst wohl ein Kanarienvogel war.",
"$ITM_W_STAFF_4","Eichenstab","Ein gut geschnitzter Eichenstab mit einem festen Ledergriff.",
"$ITM_W_STAFF_5","Erzhirtenstab","Dieser robuste Stab ist übersät mit Talismanen, die in mehreren Quaid-, Ash- und Nomaden-Dialekten, sowie in einigen unidentifizierbaren Sprachen beschrieben sind. Entlang der Stabspitze stehen die Quaid-Wörter „Meister der Schafe, Hüter der Lager“. Darunter ist das Wappen des Wüstenjuwels, was zeigt, dass der unglückliche Besitzer damit beauftragt war, die bösartigen Wildschafe unter der Stadt zu pflegen. Das untere Ende des Stabs ist übersät mit hunderten von Zahnabdrücken. Einige Zähne stecken noch immer im Holz.",
"$ITM_W_STAFF_6","Knüppel","Ein robuster Eichenstab mit einem ausgehöhlten und mit Blei befülltem Ende, um die Masse zu erhöhen.",
"$ITM_W_STAFF_7","Waffe der Bestie","Dieser außergewöhnliche Stab ist aus einem einzigen Stück Elfenbein geschnitzt. Allein der Gedanke, welches Monster ein so großes Horn hervorbringen kann, ist wahrlich furchterregend. Kunstvolle Schnitzereien entlang des Stabs scheinen die Geschichte eines unbekannten Helden zu erzählen. Sie passt zu keiner Ash-, Nomaden- oder Quaid-Geschichte und es gibt auch keine identifizierenden Worte, sodass sowohl der Schnitzer als auch das Monster, von dem dieser Stab stammt, ein Geheimnis bleiben.",
"$ITM_W_STAFF_8","Eisenholzstab","Ein ausgezeichneter Stab, der aus den seltensten Hölzern geschnitzt ist.",
"$ITM_W_STAFF_9","Henkersknüppel","Dieser kräftige Stab ist mit Eisen beschlagen, ein Ende wurde ausgehöhlt und mit Blei gefüllt, um ihm zusätzliche Wucht beim Schwung zu geben. Seltsame Einätzungen verzieren die Metalloberfläche. Die Sprache ist unbekannt, vermutlich eine der vielen Sprachen, die in den nördlichen Stadtstaaten gesprochen werden. Gekreuzte Schlüssel unterhalb eines Totenkopfs symbolisieren vermutlich eine verantwortungsvolle Position, vielleicht ein Gefängniswärter, ein Henker oder ein anderes Amt, das für ein Schwert als unwürdig betrachtet wird. Blutflecken auf der Trefffläche des Stabs zeigen, dass diese Aufgabe häufig in Anspruch genommen wurde.",
"$ITM_W_STAFF_10","Stahlbeschlagener Stab","Ein robuster Stab, der mit langen Stahlplatten verstärkt wurde.",
"$ITM_W_STAFF_11","Bewahrer der Flamme","Dieser Stab mit Silberplatten ist nach Generationen der Nutzung angelaufen. Weniger befleckte Stellen scheinen mit altertümlichen Quaid-Schriften überdeckt zu sein. Durch das Verdunkeln des Silbers und das extrem hohe Alter des Dialekts ist das meiste nicht zu entziffern. Die Phrase „Jene, die die Flamme halten“ erscheint mehrere Male, sowie „Ekstase … aufzehren“. Beide Enden des Stabs sind dank angehäufter Brandspuren fast schwarz, vielleicht ein Hinweis auf eine Nutzung in einem imperialen Quaid-Feuerritual.",
"$ITM_W_STAFF_12","Pilgerstab","Einer der vielen Stäbe, welche die Selini-Mönche Reisenden schenkten. Der Schaft ist mit Stahlplatten verstärkt und in die Holzoberfläche sind Gebete eingeschnitzt.",
"$ITM_W_STAFF_13","Kozomons Szepter","Dieser rustikale Eichenstab trägt in einem unglaublich alten Ash-Dialekt die Inschrift „Kozomon Kastankim“, was dieses einfache Gerät als Eigentum des ersten Jüngers Selinadts ausweist. Dieses Relikt galt als verloren, als sein Kapitelhaus in den letzten Jahren des Quadanischen Kriegs ausgeraubt wurde. Das Gold und die Juwelen, die zur Verzierung genutzt wurden sind vor langer Zeit entfernt worden, aber der Stab selbst ist unbeschädigt. Jahrhunderte der Verehrung und einige Feuer haben das ursprüngliche Holz fast pechschwarz gemacht, es hat dennoch all seine Stärken behalten.",
"$ITM_W_STAFF_14","Stab eines Scharlatans+","<RE>$ITM_W_STAFF_3_DESC",
"$ITM_W_STAFF_15","Erzhirtenstab+","<RE>$ITM_W_STAFF_5_DESC",
"$ITM_W_STAFF_16","Waffe der Bestie+","<RE>$ITM_W_STAFF_7_DESC",
"$ITM_W_STAFF_17","Henkersknüppel+","<RE>$ITM_W_STAFF_9_DESC",
"$ITM_W_STAFF_18","Bewahrer der Flamme+","<RE>$ITM_W_STAFF_11_DESC",
"$ITM_W_STAFF_19","Kozomons Szepter+","<RE>$ITM_W_STAFF_13_DESC",
"$ITM_W_STAFF_20","Gehstock+","Ein fester, massiver Stock.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
"$ITM_W_STAFF_21","Hirtenstab+","Ein einfacher Hirtenstab.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
"$ITM_W_STAFF_22","Eichenstab+","Ein gut geschnitzter Eichenstab mit einem festen Ledergriff.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
"$ITM_W_STAFF_23","Knüppel+","Ein robuster Eichenstab mit einem ausgehöhlten Ende, der mit Blei gefüllt ist, um die Masse zu erhöhen.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
"$ITM_W_STAFF_24","Eisenholzstab+","Ein ausgezeichneter Stab, der aus den seltensten Hölzern geschnitzt ist.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
"$ITM_W_STAFF_25","Stahlbeschlagener Stab+","Ein robuster Stab, der mit langen Stahlplatten verstärkt wurde.<N><N>Durch eine Verzauberung ist die Waffe mächtiger als normalerweise.",
